drug,drug_name,synonyms,smiles,smiles_source
435,C-75,,C=C1C(=O)OC(CCCCCCCC)C1C(=O)O,name
436,"CAP-232, TT-232, TLN-232",,,missing
437,Trichostatin A,,CC(C=CC(=O)NO)=CC(C)C(=O)c1ccc(N(C)C)cc1,name
438,Panobinostat,"Farydak, LBH589",Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1,name
439,LCL161,,CNC(C)C(=O)NC(C(=O)N1CCCC1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,name
442,IMD-0354,,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,name
446,MIM1,,Cc1csc(=NC2CCCCC2)n1N=Cc1ccc(O)c(O)c1O,name
447,ETP-45835,,Cl.Cl.c1cc(-c2cc(C3CCNCC3)[nH]n2)ccn1,name
449,CD532,,O=C(Nc1ccc(Nc2nccc(Nc3cc(C4CCCC4)[nH]n3)n2)cc1)Nc1cccc(C(F)(F)F)c1,name
461,NSC319726,,CC(=NNC(=S)N1CCC1)c1ccccn1,name
474,ARRY-520,,CON(C)C(=O)N1N=C(c2cc(F)ccc2F)SC1(CCCN)c1ccccc1,name
476,SB505124,"SB 505124, SB505124",Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3c(c2)OCO3)n1,name
477,A-83-01,,Cc1cccc(-c2nn(C(=S)Nc3ccccc3)cc2-c2ccnc3ccccc23)n1,name
478,LDN-193189,,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,name
546,FTY-720,Fingolimod hydrochloride; Gilenya; TDI-132; Imusera; Gilenia,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,name
552,BAM7,,CCOc1ccccc1N=Nc1c(C)[nH]n(-c2nc(-c3ccccc3)cs2)c1=O,name
562,AGI-6780,,O=C(Nc1cccc(C(F)(F)F)c1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1,name
563,Kobe2602,,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NNC(=S)Nc1ccc(F)cc1,name
573,LGK974,,Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1,name
574,Wnt-C59,,Cc1cc(-c2ccc(CC(=O)Nc3ccc(-c4cccnc4)cc3)cc2)ccn1,name
576,RU-SKI 43,,CCC(C)CNCC(=O)N1CCc2sccc2C1COc1cccc(C)c1,name
1001,AICA Ribonucleotide,"AICAR, N1-(b-D-Ribofuranosyl)-5-aminoimidazole-4-carboxamide",NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1N,name
1003,Camptothecin,"Camptothecine, (+)-Camptothecin",,missing
1004,Vinblastine,Velban,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,name
1005,Cisplatin,"cis-Diammineplatinum(II) dichloride, Platinol, CIS-DDP",Cl[Pt]Cl.N.N,name
1006,Cytarabine,"Ara-Cytidine, Arabinosyl Cytosine, U-19920",Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,name
1007,Docetaxel,"RP-56976, Taxotere",CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,name
1008,Methotrexate,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex",CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,name
1009,Tretinoin,"ATRA, Vesanoid, Renova, Atralin, Tretin-X, Avita",CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,name
1010,Gefitinib,"ZD-1839, Iressa",COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,name
1011,Navitoclax,"ABT-263, ABT263, ABT 263",CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,name
1012,Vorinostat,"Zolinza, SAHA, suberanilohydroxamic acid, suberoylanilide hydroxamic acid, MK-0683",O=C(CCCCCCC(=O)Nc1ccccc1)NO,name
1013,Nilotinib,"Tasigna, AMN 107",Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,name
1014,Refametinib,"RDEA119, BAY-86-9766, BAY 869766",COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(CC(O)CO)CC1,name
1015,CI-1040,"CI 1040, PD-18435, PD-184352, 212631-79-3",O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,name
1016,Temsirolimus,"CCI-779, Torisel",COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,name
1017,Olaparib,"AZD2281, KU0059436,  Lynparza",O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,name
1018,Veliparib,"ABT-888, ABT888, ABT 888",CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,name
1019,Bosutinib,"SKI-606, Bosulif",COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,name
1020,Lenalidomide,"CDC-501, CC-5013, Revlimid",Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,name
1021,Axitinib,"AG-13736, Inlyta",CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,name
1022,AZD7762,"AZD-7762, AZD 7762",NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)NC1CCCNC1,name
1023,GW441756,GW 441756,Cn1cc(C=C2C(=O)Nc3cccnc32)c2ccccc21,name
1024,Lestaurtinib,"CEP-701, SP-924, SPM-924, A-154475, KT-555",CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,name
1025,SB216763,"SB-216763, SB 216763",Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21,name
1026,Tanespimycin,"17-AAG, BMS-722782",C=CCNC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,name
1028,VX-702,"VX702, VX 702",NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,name
1029,Motesanib,"AMG-706, AMG 706, AMG706",CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,name
1030,KU-55933,KU55933,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,name
1031,Elesclomol,STA-4783,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,name
1032,Afatinib,"BIBW2992, Tovok, Gilotrif",CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,name
1033,Vismodegib,"GDC0449, Erivedge",CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,name
1034,Staurosporine,,,missing
1036,PLX-4720,"PLX4720, PLX 4720",CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,name
1037,BX795,BX-795,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,name
1038,NU7441,"KU-57788, NU-7432, NU-7741",O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,name
1039,SL0101,"SL-0101, SL 0101-1",CC(=O)OC1C(C)OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C1OC(C)=O,name
1042,Doramapimod,"BIRB-796, BIRB 796",Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,name
1043,JNK Inhibitor VIII,,CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,name
1046,Wee1 Inhibitor,"681640, Wee1 Inhibitor",O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3ccc(O)cc3c21,name
1047,Nutlin-3a (-),,,missing
1048,Mirin,,,missing
1049,PD173074,"PD-173074, PD 173074",CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,name
1050,ZM447439,"ZM-447439, ZM 447439",COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,name
1051,Alisertib,MLN8237,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,name
1052,RO-3306,,O=C1NC(=NCc2cccs2)SC1=Cc1ccc2ncccc2c1,name
1053,MK-2206,"MK 2206, MK2206",NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,name
1054,Palbociclib,"PD0332991, PD-0332991, PF-00080665-73",CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,name
1057,Dactolisib,"NVP-BEZ235, BEZ235",Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,name
1058,Pictilisib,"GDC-0941, GDC0941, RG-7621",CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,name
1059,AZD8055,AZD-8055,COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cc1CO,name
1060,PD0325901,"PD-0325901, PD 0325901",O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,name
1061,SB590885,SB-590885,CN(C)CCOc1ccc(-c2nc(-c3ccc4c(c3)CCC4=NO)c(-c3ccncc3)[nH]2)cc1,name
1062,Selumetinib,"AZD6244, AZD-6244, ARRY-886",Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,name
1066,AZD6482,"AZD 6482, AZD-6482, AK-55409",Cc1cc(C(C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,name
1067,CCT007093,,O=C1C(=Cc2cccs2)CCC1=Cc1cccs1,name
1068,Obatoclax Mesylate,"GX15-070MS, Obatoclax, GX15-070",COc1cc(=C2C=c3ccccc3=N2)[nH]c1=Cc1[nH]c(C)cc1C.CS(=O)(=O)O,name
1069,EHT-1864,EHT 1864,Cl.Cl.O=c1cc(CN2CCOCC2)occ1OCCCCCSc1ccnc2cc(C(F)(F)F)ccc12,name
1070,CRT0105950,,,missing
1071,CRT0105446,,,missing
1072,Avagacestat,"BMS-708163, BMS 708163",NC(=O)C(CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,name
1073,5-Fluorouracil,5-FU,O=c1[nH]cc(F)c(=O)[nH]1,name
1079,Dasatinib,"BMS-354825-03, BMS-354825, Sprycel",Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,name
1080,Paclitaxel,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane",CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,name
1083,Crizotinib,"Xalkori, PF2341066, PF-2341066, PF 2341066",CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,name
1084,Rapamycin,"AY-22989, Sirolimus, WY-090217, Torisel, Rapamune",COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,name
1085,Sorafenib,"Nexavar, 284461-73-0, BAY 43-9006",CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,name
1086,BI-2536,,CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,name
1088,Irinotecan,"Camptosar, (+)-Irinotecan, Irinotecanum, irinotecan hydrochloride",,missing
1089,Oxaliplatin,Eloxatin,,missing
1091,BMS-536924,BMS 536924,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,name
1093,GSK1904529A,"GSK-1904529A, GSK 1904529A",CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,name
1096,Tozasertib,"MK 0457,MK-0457,MK-045, VX-680 VX 680 VX-68",Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,name
1114,Cetuximab,"Erbitux, IMC-C225, C225, IMC-225, L01XC06",,missing
1128,FS106,,,missing
1129,PF-4708671,"PF 4708671, PF4708671",CCc1cncnc1N1CCN(Cc2nc3ccc(C(F)(F)F)cc3[nH]2)CC1,name
1131,PRIMA-1MET,"Prima 1MET, APR-246",,missing
1133,Serdemetan,JNJ-26854165,c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,name
1135,AZD4547,AZ6,COc1cc(CCc2cc(NC(=O)c3ccc(N4CC(C)NC(C)C4)cc3)n[nH]2)cc(OC)c1,name
1136,Capivasertib,AZ5363,NC1(C(=O)NC(CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,name
1142,HG-5-113-01,,,missing
1143,HG-5-88-01,,,missing
1145,THZ-1-87,,,missing
1149,TW 37,"TW37, TW-37",CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,name
1155,QL-XII-47,,,missing
1157,XMD11-50,,,missing
1158,XMD11-85h,,,missing
1161,ZG-10,,CN(C)CC=CC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,name
1164,XMD8-92,XMD 8-92,CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,name
1165,THZ-2-98-01,,,missing
1166,QL-VIII-58,,,missing
1167,NG-25,,CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(Oc4ccnc5[nH]ccc45)c3)cc2C(F)(F)F)CC1,name
1168,Erlotinib,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415",C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,name
1170,CCT-018159,"CCT018159, CCT 018159",CCc1cc(-c2n[nH]c(C)c2-c2ccc3c(c2)OCCO3)c(O)cc1O,name
1175,Rucaparib,"PF-01367338, AG-014699, AG-14447, AG-14699",CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,name
1177,Niraparib,"MK-4827, MK4827",,missing
1179,MK-1775,"AZD1775, Adavosertib",,missing
1180,Dinaciclib,"SCH727965, SCH 727965, SCH-727-965, MK-7965",,missing
1183,CRT0160829,,,missing
1184,AZ20,,CC1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,name
1185,KU-60019,,CC1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)CC(C)O1,name
1186,FS112,,,missing
1187,CCT245232,,,missing
1188,CCT245467,,,missing
1190,Gemcitabine,"Gemzar, LY-188011",Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,name
1191,Bortezomib,"PS-341, LDP-341, Velcade",CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,name
1192,GSK269962A,GSK 269962A,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,name
1194,SB505124,"SB 505124, SB505124",Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3c(c2)OCO3)n1,name
1195,FY026,"[(para-cymene)osmium(N,N-dimethylphenlyazopyridine)(iodide)]hexafluorophophate",,missing
1196,FY069,[(biphenyl)osmium(5-fluoro-phenlyazopyridine)(iodide)]hexafluorophophate,,missing
1197,ZL049,[(diphenyltetramethylcyclopentadienyl)iridium(III)(2-phenylpyridine)(chloride)],,missing
1198,FY012,,,missing
1199,Tamoxifen,"Nolvadex, Soltamox, Zynoplex, ICI-46474, Kessar",CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,name
1200,Fulvestrant,"Faslodex, ICI-182780",CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,name
1202,torin2,,,missing
1203,QL-XII-61,,,missing
1204,HG-6-71-01,,,missing
1218,JQ1,"JQ-1, (+)-JQ-1",Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,name
1219,PFI-1,,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,name
1230,IOX2,"IOX-2, IOX 2, AK176060",O=C(O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,name
1232,I-BET-151,GSK12100151A,,missing
1236,UNC0638,"UNC-0638, UNC 0683",COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1,name
1237,EPZ004777,EPZ-004777,,missing
1239,YK-4-279,YK 4-279,COc1ccc(C(=O)CC2(O)C(=O)Nc3c(Cl)ccc(Cl)c32)cc1,name
1241,CHIR-99021,"CT 99021, CHIR99021, CHIR 99021",Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,name
1242,(5Z)-7-Oxozeaenol,"5Z-7-Oxozeaenol, LL-Z1640-2",COc1cc(O)c2c(c1)C=CCC(O)C(O)C(=O)C=CCC(C)OC2=O,name
1243,Piperlongumine,Piplartine,COc1cc(C=CC(=O)N2CCC=CC2=O)cc(OC)c1OC,name
1248,Daporinad,"APO866,  FK866, FK866",O=C(C=Cc1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,name
1249,BMS-345541,,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1.Cl,name
1250,AZ960,"AZ 960, AZ-960",,missing
1251,N22899-6-C1,,,missing
1252,N23918-95-7,,,missing
1253,N24798-49-A1,,,missing
1254,GSK-J4,,,missing
1259,Talazoparib,"BMN-673, BMN 973",Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,name
1261,rTRAIL,,,missing
1262,UNC1215,UNC-1215,O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1,name
1263,UNC0642,,COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CCC(F)(F)CC3)nc2cc1OCCCN1CCCC1,name
1264,SGC0946,,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)CC1OC(n2cc(Br)c3c(N)ncnc32)C(O)C1O,name
1266,ICL1100013,,,missing
1268,XAV939,"NVP-XAV939, XAV-939, XAV 939",O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,name
1359,965-D2,,,missing
1360,993-D2,,,missing
1362,BAY ACCi,,,missing
1363,BAY AKT1,,,missing
1364,BAY-HDAC11_1,,,missing
1365,BAY-HDAC11_2,,,missing
1367,BAY-HDAC11_4,,,missing
1368,BAY-MPS1,,,missing
1369,BAY-MPS-combo-1 (paclitaxel 5 uM),,,missing
1370,BAY-MPS-combo 2 (paclitaxel 1 uM),,,missing
1371,PLX-4720,"PLX4720, PLX 4720",CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,name
1372,Trametinib,"GSK1120212, Mekinist",CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,name
1373,Dabrafenib,"GSK2118436, Tafinlar",CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,name
1375,Temozolomide,"Temodar, Temodal, M-39831, SCH 52365",Cn1nnc2c(C(N)=O)ncn2c1=O,name
1377,Afatinib,"BIBW2992, Tovok, Gilotrif",CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,name
1378,Bleomycin (50 uM),,,missing
1379,ZL109,,,missing
1382,AZD3514,SN1019841295,CC(=O)N1CCN(CCOc2ccc(C3CCN(C4=Nn5c(nnc5C(F)(F)F)CC4)CC3)cc2)CC1,name
1386,Doxorubicin,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,name
1392,Bleomycin (10 uM),,,missing
1393,Gemcitabine,,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,name
1394,AZD6738,SN1034081770,CC1COCCN1c1cc(C2(S(C)(=N)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1,name
1401,AZD5438,SN1057898678,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,name
1402,AZD7762,SN1031853762,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)NC1CCCNC1,name
1403,AZD6094,SN1042487586,CC(c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21,name
1407,Dyrk1b_0191,SN1008982787,,missing
1409,AZD4877,SN1055467765,Cc1ccc(C(=O)N(CCCN)C(c2nc3snc(C)c3c(=O)n2Cc2ccccc2)C(C)C)cc1,name
1413,EphB4_9721,SN1076287848,,missing
1414,Fulvestrant,SN0117217688,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,name
1416,AZD8931,SN0216062465,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,name
1419,FEN1_3940,SN1106019609,,missing
1421,FGFR_0939,SN1043317881,,missing
1422,FGFR_3831,SN1037992934,,missing
1425,BPTES,SN1041594574,O=C(Cc1ccccc1)Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,name
1426,AZD7969,SN1098976045,,missing
1427,AZD5582,SN1021632995,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1c2ccccc2CC1OCC#CC#CCOC1Cc2ccccc2C1NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)NC)C1CCCCC1)C1CCCCC1,name
1428,IAP_5620,SN1043546339,,missing
1429,IAP_7638,SN1043547481,,missing
1430,IGFR_3801,SN1056768819,,missing
1432,AZD1480,SN1044232195,Cc1cc(Nc2nc(NC(C)c3ncc(F)cn3)ncc2Cl)n[nH]1,name
1433,JAK1_3715,SN1042605297,,missing
1434,JAK3_7406,SN1014281280,,missing
1436,MCT1_6447,SN0177231247,,missing
1437,MCT4_1422,SN1043999849,,missing
1441,AZD2014,SN1103949359,CNC(=O)c1cccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)c1,name
1444,AZD8186,SN1028722848,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,name
1445,AZD8835,SN1040214596,CCn1nc(C2CCN(C(=O)CCO)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1,name
1446,PI3Ka_4409,SN1037097676,,missing
1449,AZD1208,SN1028350371,NC1CCCN(c2c(C=C3SC(=O)NC3=O)cccc2-c2ccccc2)C1,name
1451,PLK_6522,SN1077317349,,missing
1453,RAF_9304,SN1034259943,,missing
1458,PARP_9495,SN1024601395,,missing
1459,PARP_0108,SN1044053371,,missing
1460,PARP_9482,SN1031920820,,missing
1461,TANK_1366,SN1032446568,,missing
1463,AZD1332,SN1061387896,CC(C)Oc1cc(Nc2nc(NC(C)c3ccc(F)cn3)ncc2Cl)[nH]n1,name
1464,TTK_3146,SN1080714093,,missing
1490,SN-38,SN1095903706,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,name
1494,SN-38,"7-Ethyl-10-Hydroxy-Camptothecin, SN 38",CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,name
1495,Olaparib,"AZD2281, KU0059436,  Lynparza",O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,name
1496,Cisplatin,Cisplatin,Cl[Pt]Cl.N.N,name
1497,AZD4547,AZ6,COc1cc(CCc2cc(NC(=O)c3ccc(N4CC(C)NC(C)C4)cc3)n[nH]2)cc(OC)c1,name
1498,Selumetinib,"AZD6244, AZD-6244, ARRY-886",Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,name
1502,Bicalutamide,"ICI-176334, Casodex, Cosudex, ICI 176334",CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,name
1507,Ruxolitinib,"INCB-18424, Ruxolitinib Phosphate, Jakafi",N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,name
1510,Linsitinib,"OSI-906, ASP-7487",CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1,name
1511,Epirubicin,"Ellence, Farmorubicin, IMI-28",,missing
1512,Cyclophosphamide,"Cytoxan, Neosar, Cyclophosphamid, Procytox, Cyclophosphane",,missing
1526,Refametinib,"RDEA119, BAY-86-9766, BAY 869766",COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(CC(O)CO)CC1,name
1527,Pictilisib,"GDC-0941, GDC0941, RG-7621",CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,name
1529,Pevonedistat,"MLN4924, MLN 4924, MLN-4924",NS(=O)(=O)OCC1CC(n2ccc3c(NC4CCc5ccccc54)ncnc32)CC1O,name
1530,PFI-3,BDF00016096,O=C(C=CN1CC2CC1CN2c1ccccn1)c1ccccc1O,name
1531,I-CBP112,,,missing
